date,close_raw,close_adj,volume,source_url,fetched_at
2016-07-08,23200,20603.30859375,184900,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-11,23200,20603.30859375,0,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-12,25060,22255.126953125,232900,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-13,25550,22690.283203125,321700,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-14,25585,22721.36328125,173200,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-15,25875,22978.91015625,417300,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-19,26075,23156.521484375,279200,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-20,26010,23098.798828125,220500,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-21,26300,23356.341796875,291200,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-22,25765,22881.216796875,244000,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-25,26660,23676.044921875,412700,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-26,26450,23489.55078125,315600,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-27,27280,24226.65234375,465500,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-28,27430,24359.861328125,360400,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-07-29,27185,24142.283203125,302400,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
2016-08-01,27015,23991.30859375,134900,https://query1.finance.yahoo.com/v8/finance/chart/6273.T?period1=1467963358&period2=1783496158&interval=1d&events=history,2026-07-07T07:35:58.252Z
